FID,省份,贫困县名,X,Y,地址类型,脱贫时间
555,陕西,子洲县,110.0303476,37.60997553,区县,2020年2月27日正式退出
556,陕西,紫阳县,108.5306058,32.52241908,区县,2020年2月27日正式退出
557,陕西,柞水县,109.1088827,33.68750526,区县,2020年2月27日正式退出
558,四川,阿坝县,101.7052266,32.90468513,区县,2020年2月18日正式退出
559,四川,巴塘县,99.10923304,30.00796985,区县,2020年2月18日正式退出
560,四川,巴州区,106.764849,31.85388409,区县,2018年8月17日正式退出
561,四川,白玉县,98.82396839,31.21204995,区县,2020年2月18日正式退出
562,四川,北川羌族自治县,104.3523509,31.9593957,区县,2018年8月17日正式退出
563,四川,布拖县,102.8104665,27.70956926,区县,2020年11月16日正式退出
564,四川,苍溪县,105.9313589,31.73493195,区县,2020年2月18日正式退出
565,四川,朝天区,105.8863382,32.64640694,区县,2019年4月29日正式退出
566,四川,丹巴县,101.8885178,30.88118156,区县,2019年4月29日正式退出
567,四川,道孚县,101.1231936,30.98168213,区县,2020年2月18日正式退出
568,四川,稻城县,100.2967718,29.04007944,区县,2019年4月29日正式退出
569,四川,得荣县,99.28540261,28.71634723,区县,2020年2月18日正式退出
570,四川,德格县,98.5805296,31.80886926,区县,2020年2月18日正式退出
571,四川,甘洛县,102.7703858,28.96226096,区县,2020年2月18日正式退出
572,四川,甘孜县,99.99146943,31.6252721,区县,2020年2月18日正式退出
573,四川,古蔺县,105.8091633,28.04220841,区县,2020年2月18日正式退出
574,四川,广安区,106.6381875,30.4766585,区县,2017年11月1日正式退出
575,四川,黑水县,102.9881517,32.06411497,区县,2020年2月18日正式退出
576,四川,红原县,102.5424785,32.79322778,区县,2019年4月29日正式退出
577,四川,嘉陵区,106.0680065,30.76093714,区县,2018年8月17日正式退出
578,四川,剑阁县,105.5214029,32.29005876,区县,2020年2月18日正式退出
579,四川,金川县,102.0621556,31.4783709,区县,2019年4月29日正式退出
580,四川,金阳县,103.2460917,27.69979937,区县,2020年11月16日正式退出
581,四川,九龙县,101.5053435,29.00335598,区县,2019年4月29日正式退出
582,四川,九寨沟县,104.2405066,33.25357482,区县,2019年4月29日正式退出
583,四川,康定市,101.9554957,30.00143256,区县,2019年4月29日正式退出
584,四川,阆中市,106.0011491,31.56044961,区县,2019年4月29日正式退出
585,四川,雷波县,103.5700885,28.26633631,区县,2020年2月18日正式退出
586,四川,理塘县,100.2677865,29.99702877,区县,2020年2月18日正式退出
587,四川,理县,103.1648865,31.4387189,区县,2018年8月17日正式退出
588,四川,泸定县,102.2334357,29.91680651,区县,2018年8月17日正式退出
589,四川,炉霍县,100.6747453,31.39405589,区县,2020年2月18日正式退出
590,四川,马边县,103.544027,28.83886324,区县,2020年2月18日正式退出
591,四川,马尔康市,102.2053272,31.90802528,区县,2018年8月17日正式退出
592,四川,茂县,103.8508392,31.68343687,区县,2018年8月17日正式退出
593,四川,美姑县,103.1299681,28.33160596,区县,2020年11月16日正式退出
594,四川,木里县,101.2783943,27.93174054,区县,2020年2月18日正式退出
595,四川,沐川县,103.8999936,28.96002543,区县,2018年8月17日正式退出
596,四川,南部县,106.0330517,31.34999886,区县,2017年11月1日正式退出
597,四川,南江县,106.8238739,32.34885896,区县,2019年4月29日正式退出
598,四川,平昌县,107.0993938,31.56246195,区县,2020年2月18日正式退出
599,四川,平武县,104.526479,32.41078397,区县,2019年4月29日正式退出
600,四川,屏山县,104.3435917,28.83167131,区县,2020年2月18日正式退出
601,四川,普格县,102.5386459,27.37982391,区县,2020年11月16日正式退出
602,四川,青川县,105.2355647,32.5775568,区县,2019年4月29日正式退出
603,四川,壤塘县,100.97751,32.26781332,区县,2020年2月18日正式退出
604,四川,若尔盖县,102.9661819,33.57991753,区县,2019年4月29日正式退出
605,四川,色达县,100.3316005,32.27035665,区县,2020年2月18日正式退出
606,四川,石渠县,98.10225075,32.98027491,区县,2020年2月18日正式退出
607,四川,松潘县,103.6019174,32.65844059,区县,2019年4月29日正式退出
608,四川,通江县,107.2404926,31.91398252,区县,2020年2月18日正式退出
609,四川,万源市,108.0303403,32.08361158,区县,2020年2月18日正式退出
610,四川,旺苍县,106.2860277,32.23133716,区县,2020年2月18日正式退出
611,四川,汶川县,103.5879717,31.47939292,区县,2018年8月17日正式退出
612,四川,喜德县,102.4113014,28.31029532,区县,2020年11月16日正式退出
613,四川,乡城县,99.79736823,28.93415004,区县,2019年4月29日正式退出
614,四川,小金县,102.3612387,30.99817101,区县,2019年4月29日正式退出
615,四川,新龙县,100.310689,30.94162369,区县,2020年2月18日正式退出
616,四川,叙永县,105.4411165,28.15917478,区县,2020年2月18日正式退出
617,四川,宣汉县,107.7224424,31.35598619,区县,2020年2月18日正式退出
618,四川,雅江县,101.0124399,30.03418455,区县,2020年2月18日正式退出
619,四川,盐源县,101.5074007,27.42534461,区县,2020年2月18日正式退出
620,四川,仪陇县,106.299063,31.27358121,区县,2018年8月17日正式退出
621,四川,越西县,102.506514,28.64319797,区县,2020年11月16日正式退出
622,四川,昭化区,105.9592504,32.32568371,区县,2019年4月29日正式退出
623,四川,昭觉县,102.8415034,28.01777661,区县,2020年11月16日正式退出
624,西藏,安多县,91.68126181,32.26756667,区县,2019年2月6日正式退出
625,西藏,昂仁县,87.23356053,29.29788874,区县,2019年2月6日正式退出
626,西藏,八宿县,96.91767178,30.05615965,区县,2019年12月23日正式退出
627,西藏,巴青县,94.05206415,31.92074183,区县,2019年12月23日正式退出
628,西藏,巴宜区,94.35983554,29.63849449,区县,2017年11月1日正式退出
629,西藏,白朗县,89.26004816,29.10890021,区县,2018年10月1日正式退出
630,西藏,班戈县,90.00841536,31.39489173,区县,2019年2月6日正式退出
631,西藏,比如县,93.67818413,31.48293091,区县,2018年10月1日正式退出
632,西藏,边坝县,94.70696699,30.93620046,区县,2019年2月6日正式退出
633,西藏,波密县,95.76669435,29.86160181,区县,2018年10月1日正式退出
634,西藏,察雅县,97.56841393,30.65643939,区县,2019年12月23日正式退出
635,西藏,察隅县,97.46625042,28.66472666,区县,2019年2月6日正式退出
636,西藏,城关区,91.12809971,29.65265442,购物,2017年11月1日正式退出
637,西藏,措美县,91.43199266,28.44142202,区县,2019年2月6日正式退出
638,西藏,措勤县,85.15701102,31.01933929,区县,2019年12月23日正式退出
639,西藏,错那县,91.9562285,27.99479402,区县,2018年10月1日正式退出
640,西藏,达孜县,91.3482893,29.67214335,区县,2018年10月1日正式退出
641,西藏,当雄县,91.09941358,30.47573841,区县,2018年10月1日正式退出
642,西藏,丁青县,95.59536804,31.41512172,区县,2018年10月1日正式退出
643,西藏,定结县,87.76333018,28.36774807,区县,2018年10月1日正式退出
644,西藏,定日县,87.12064636,28.66107705,区县,2019年2月6日正式退出
645,西藏,堆龙德庆区,91.00203758,29.64867752,区县,2018年10月1日正式退出
646,西藏,噶尔县,80.09408069,32.49388266,区县,2018年10月1日正式退出
647,西藏,改则县,84.0598885,32.30505599,区县,2019年12月23日正式退出
648,西藏,岗巴县,88.51785884,28.27820044,区县,2019年2月6日正式退出
649,西藏,革吉县,81.14260648,32.38981775,区县,2019年12月23日正式退出
650,西藏,工布江达县,93.24476457,29.88792806,区县,2018年10月1日正式退出
651,西藏,贡嘎县,90.98281145,29.29259546,区县,2019年2月6日正式退出
652,西藏,贡觉县,98.27051013,30.86225307,区县,2019年12月23日正式退出
653,西藏,吉隆县,85.29532022,28.85580694,区县,2018年10月1日正式退出
654,西藏,加查县,92.59315431,29.14361865,区县,2018年10月1日正式退出
655,西藏,嘉黎县,93.2310475,30.64353368,区县,2019年2月6日正式退出
656,西藏,江达县,98.21758589,31.50176413,区县,2019年2月6日正式退出
657,西藏,江孜县,89.60358659,28.91523312,区县,2019年12月23日正式退出
658,西藏,卡若区,97.17633807,31.13999682,金融,2017年11月1日正式退出
659,西藏,康马县,89.67972225,28.55924343,区县,2018年10月1日正式退出
660,西藏,拉孜县,87.63476021,29.08499684,区县,2019年12月23日正式退出
661,西藏,朗县,93.07346006,29.04912759,区县,2019年2月6日正式退出
662,西藏,浪卡子县,90.39641689,28.97121167,区县,2019年2月6日正式退出
663,西藏,类乌齐县,96.6001878,31.21407872,区县,2018年10月1日正式退出
664,西藏,林周县,91.26153076,29.89585142,区县,2018年10月1日正式退出
665,西藏,隆子县,92.46134294,28.41177277,区县,2019年2月6日正式退出
666,西藏,洛隆县,95.82401395,30.74414479,区县,2019年2月6日正式退出
667,西藏,洛扎县,90.85884706,28.38925275,区县,2018年10月1日正式退出
668,西藏,芒康县,98.59286578,29.68296501,区县,2019年12月23日正式退出
669,西藏,米林县,94.21243459,29.21773411,区县,2018年10月1日正式退出
670,西藏,墨脱县,95.33179488,29.32806762,区县,2019年2月6日正式退出
671,西藏,墨竹工卡县,91.72929358,29.83694564,金融,2018年10月1日正式退出
672,西藏,那曲市色尼区,92.0521171,31.47213542,区县,2019年12月23日正式退出
673,西藏,乃东县,91.7709874,29.23128944,区县,2017年11月1日正式退出
674,西藏,南木林县,89.09662072,29.68491869,区县,2019年12月23日正式退出
675,西藏,尼玛县,87.23439166,31.7871524,区县,2019年12月23日正式退出
676,西藏,尼木县,90.16281555,29.43456917,区县,2018年10月1日正式退出
677,西藏,聂拉木县,85.98013968,28.15882005,区县,2018年10月1日正式退出
678,西藏,聂荣县,92.30111731,32.11000815,区县,2019年2月6日正式退出
679,西藏,普兰县,81.1739975,30.29730282,区县,2019年2月6日正式退出
680,西藏,琼结县,91.68252264,29.02790735,区县,2018年10月1日正式退出
681,西藏,曲水县,90.74215045,29.35591218,区县,2018年10月1日正式退出
682,西藏,曲松县,92.20255066,29.06576201,区县,2018年10月1日正式退出
683,西藏,仁布县,89.84028569,29.23412249,区县,2019年2月6日正式退出
684,西藏,日土县,79.73039717,33.38360325,区县,2019年2月6日正式退出
685,西藏,萨嘎县,85.23106182,29.33179154,区县,2019年12月23日正式退出
686,西藏,萨迦县,88.01923193,28.90251408,区县,2019年12月23日正式退出
687,西藏,桑日县,92.01454949,29.26210915,区县,2018年10月1日正式退出
688,西藏,桑珠孜区,88.89447382,29.25278658,区县,2019年2月6日正式退出
689,西藏,申扎县,88.70776726,30.93308423,区县,2019年12月23日正式退出
690,西藏,双湖县,88.83469077,33.18987691,区县,2019年12月23日正式退出
691,西藏,索县,93.78433857,31.88910194,区县,2019年2月6日正式退出
692,西藏,谢通门县,88.25929016,29.43539771,区县,2019年12月23日正式退出
693,西藏,亚东县,88.90501289,27.4886349,区县,2017年11月1日正式退出
694,西藏,扎囊县,91.33572358,29.24796143,区县,2019年2月6日正式退出
695,西藏,札达县,79.80089625,31.48170348,区县,2019年2月6日正式退出
696,西藏,仲巴县,84.02910821,29.77286615,区县,2019年2月6日正式退出
697,西藏,左贡县,97.84051061,29.67391179,区县,2019年12月23日正式退出
698,新疆,阿合奇县,78.44364193,40.9361051,区县,2019年4月3日正式退出
699,新疆,阿克陶县,75.94447254,39.14773185,区县,2020年11月14日正式退出
700,新疆,阿图什市,76.16536297,39.71568748,区县,2020年1月24日正式退出
701,新疆,巴楚县,78.5471613,39.78476214,区县,2020年1月24日正式退出
702,新疆,巴里坤哈萨克自治县,93.01494377,43.59782438,区县,2017年11月1日宣布退出
703,新疆,策勒县,80.80440173,36.99857873,区县,2020年11月14日正式退出
704,新疆,察布查尔锡伯自治县,81.14836583,43.83938717,区县,2017年11月1日宣布退出
705,新疆,伽师县,76.72104541,39.48773442,区县,2020年11月14日正式退出
706,新疆,和田市,79.91188761,37.11244842,区县,2020年1月24日正式退出
707,新疆,和田县,79.91188761,37.11244842,区县,2020年1月24日正式退出
708,新疆,吉木乃县,85.87161817,47.44223884,区县,2018年9月26日宣布退出
709,新疆,喀什市,75.99083176,39.4674621,区县,2020年1月24日正式退出
710,新疆,柯坪县,79.04434247,40.50749468,区县,2020年1月24日正式退出
711,新疆,洛浦县,80.1867497,37.07372263,区县,2020年11月14日正式退出
712,新疆,麦盖提县,77.64986063,38.90512327,区县,2020年1月24日正式退出
713,新疆,民丰县,82.69364884,37.0642909,区县,2017年11月1日宣布退出
714,新疆,墨玉县,79.7267191,37.27728656,区县,2020年11月14日正式退出
715,新疆,尼勒克县,82.50850704,43.79756715,区县,2018年9月26日宣布退出
716,新疆,皮山县,78.28109281,37.62139897,区县,2020年11月14日正式退出
717,新疆,青河县,90.38073051,46.67296783,区县,2017年11月1日宣布退出
718,新疆,莎车县,77.24308798,38.41435801,区县,2020年11月14日正式退出
719,新疆,疏附县,75.85984319,39.37513417,区县,2020年1月24日正式退出
720,新疆,疏勒县,76.04696707,39.40033129,区县,2020年1月24日正式退出
721,新疆,塔什库尔干塔吉克自治县,75.22966911,37.77978842,政府机构,2020年1月24日正式退出
722,新疆,托里县,83.6034025,45.936138,区县,2017年11月1日宣布退出
723,新疆,乌恰县,75.25579254,39.71870587,区县,2019年4月3日正式退出
724,新疆,乌什县,79.222116,41.21379847,区县,2020年1月24日正式退出
725,新疆,叶城县,77.41069334,37.88288221,区县,2020年11月14日正式退出
726,新疆,英吉沙县,76.17260966,38.92952494,区县,2020年11月14日正式退出
727,新疆,于田县,81.67451823,36.85748639,区县,2020年11月14日正式退出
728,新疆,岳普湖县,76.77494903,39.23314182,区县,2020年1月24日正式退出
729,新疆,泽普县,77.25729231,38.18473633,区县,2019年4月3日正式退出
730,云南,宾川县,100.5710317,25.83233147,区县,2018年9月29日正式退出
731,云南,沧源县,99.2454804,23.14937686,区县,2019年4月30日正式退出
732,云南,昌宁县,99.6043583,24.83088253,区县,2019年4月30日正式退出
733,云南,大关县,103.8890385,27.75158068,区县,2020年5月16日正式退出
734,云南,大姚县,101.3223672,25.72480306,区县,2019年4月30日正式退出
735,云南,德钦县,98.91744801,28.46786948,区县,2019年4月30日正式退出
736,云南,东川区,103.1861178,26.08604754,区县,2019年4月30日正式退出
737,云南,洱源县,99.96180716,26.11726821,区县,2018年9月29日正式退出贫困县序列
738,云南,凤庆县,99.9276112,24.58367107,区县,2019年4月30日正式退出
739,云南,福贡县,98.86879852,26.9055251,区县,2020年11月13日正式退出
740,云南,富宁县,105.6278893,23.6282223,区县,2020年5月16日正式退出
741,云南,富源县,104.2528264,25.67723631,区县,2019年4月30日正式退出
742,云南,耿马县,99.39627382,23.54011337,区县,2019年4月30日正式退出
743,云南,贡山县,98.66556697,27.74456047,区县,2020年5月16日正式退出
744,云南,广南县,105.0520452,24.04915763,区县,2020年11月13日正式退出
745,云南,鹤庆县,100.1747901,26.56357547,区县,2018年9月29日正式退出贫困县序列
746,云南,红河县,102.41946,23.37131238,区县,2020年5月16日正式退出
747,云南,会泽县,103.2950614,26.42155447,区县,2020年11月13日正式退出
748,云南,剑川县,99.90458454,26.54054483,区县,2020年5月16日正式退出
749,云南,江城县,101.8607188,22.5886026,区县,2020年5月16日正式退出
750,云南,金平县,103.2242572,22.78238494,区县,2020年5月16日正式退出
751,云南,景东县,100.830867,24.44897606,区县,2020年5月16日正式退出
752,云南,景谷县,100.7018888,23.49982652,区县,2019年4月30日正式退出
753,云南,兰坪县,99.41549844,26.45686315,区县,2020年11月13日正式退出
754,云南,澜沧县,99.93124921,22.55892896,区县,2020年11月13日正式退出
755,云南,梁河县,98.2963769,24.80757268,区县,2020年5月16日正式退出
756,云南,临翔区,100.0807517,23.89769539,区县,2019年4月30日正式退出
757,云南,龙陵县,98.68885664,24.58987447,区县,2019年4月30日正式退出
758,云南,隆阳区,99.16458556,25.12396412,区县,2020年5月16日正式退出
759,云南,陇川县,97.79179016,24.18614739,区县,2019年4月30日正式退出
760,云南,泸水市,98.85770888,25.82622179,区县,2020年11月13日正式退出
761,云南,泸西县,103.7639806,24.53506976,区县,2019年4月30日正式退出
762,云南,鲁甸县,103.5561097,27.19039015,区县,2020年5月16日正式退出
763,云南,禄劝县,102.4694933,25.55431266,区县,2019年4月30日正式退出
764,云南,绿春县,102.3904649,22.99683513,区县,2020年5月16日正式退出
765,云南,罗平县,104.3067701,24.88739452,区县,2018年9月29日正式退出
766,云南,麻栗坡县,104.7006648,23.12868781,区县,2020年5月16日正式退出
767,云南,马关县,104.3916612,23.01531406,区县,2020年5月16日正式退出
768,云南,芒市,98.58784713,24.43687292,区县,2018年9月29日正式退出
769,云南,勐海县,100.4518313,21.95986917,区县,2018年9月29日正式退出
770,云南,勐腊县,101.5637095,21.46226429,区县,2019年4月30日正式退出
771,云南,孟连县,99.58371245,22.33222989,区县,2019年4月30日正式退出
772,云南,弥渡县,100.4898508,25.34653521,区县,2020年5月16日正式退出
773,云南,墨江县,101.6905547,23.43474316,区县,2020年5月16日正式退出
774,云南,牟定县,101.5455727,25.31587692,区县,2018年9月29日正式退出
775,云南,南华县,101.2724847,25.19523733,区县,2019年4月30日正式退出
776,云南,南涧县,100.507913,25.04669216,区县,2019年4月30日正式退出
777,云南,宁洱县,101.0445315,23.05097827,区县,2018年9月29日正式退出贫困县序列
778,云南,宁蒗县,100.8508229,27.28558479,区县,2020年11月13日正式退出
779,云南,屏边县,103.6851178,22.98658009,区县,2020年11月13日正式退出
780,云南,巧家县,102.9285319,26.91238553,区县,2020年5月16日正式退出
781,云南,丘北县,104.1648014,24.05340568,区县,2020年5月16日正式退出
782,云南,师宗县,103.982975,24.82530753,区县,2019年4月30日正式退出
783,云南,施甸县,99.18802419,24.72604677,区县,2020年5月16日正式退出
784,云南,石屏县,102.4946228,23.70848425,区县,2018年9月29日正式退出
785,云南,双柏县,101.6406136,24.69173779,区县,2019年4月30日正式退出
786,云南,双江县,99.82675349,23.47638968,区县,2019年4月30日正式退出
787,云南,绥江县,103.9559199,28.60189609,区县,2019年4月30日正式退出
788,云南,威信县,105.0458922,27.85007013,区县,2019年4月30日正式退出
789,云南,巍山县,100.3058537,25.23010089,区县,2018年9月29日正式退出贫困县序列
790,云南,维西县,102.7085626,25.04827591,省份,2020年5月16日正式退出
791,云南,文山市,104.229911,23.38886779,区县,2020年5月16日正式退出
792,云南,武定县,102.4023877,25.53310451,区县,2020年5月16日正式退出
793,云南,西畴县,104.6697422,23.44005904,区县,2019年4月30日正式退出
794,云南,西盟县,99.58940757,22.64753909,区县,2019年4月30日正式退出
795,云南,香格里拉市,99.69990889,27.83309991,区县,2019年4月30日正式退出
796,云南,祥云县,100.55001,25.48672779,区县,2018年9月29日正式退出
797,云南,宣威市,104.1026465,26.22310566,区县,2020年5月16日正式退出
798,云南,寻甸县,103.2551591,25.56119148,区县,2018年9月29日正式退出贫困县序列
799,云南,盐津县,104.2327352,28.11204723,区县,2020年5月16日正式退出
800,云南,砚山县,104.3347472,23.60835586,区县,2019年4月30日正式退出
801,云南,漾濞县,99.95702948,25.67319026,区县,2019年4月30日正式退出
802,云南,姚安县,101.2405,25.50688916,区县,2018年9月29日正式退出贫困县序列
803,云南,彝良县,104.045663,27.6286539,区县,2020年5月16日正式退出
804,云南,盈江县,97.93185748,24.70848545,区县,2019年4月30日正式退出
805,云南,永德县,99.25775271,24.0215313,区县,2020年5月16日正式退出
806,云南,永平县,99.53998994,25.46760884,区县,2019年4月30日正式退出
807,云南,永仁县,101.6645309,26.05290821,区县,2019年4月30日正式退出
808,云南,永善县,103.6360475,28.23251916,区县,2020年5月16日正式退出
809,云南,永胜县,100.7497416,26.68776575,区县,2020年5月16日正式退出
810,云南,玉龙县,100.2358755,26.82505861,区县,2018年9月29日正式退出
811,云南,元阳县,102.8336341,23.2227342,区县,2020年5月16日正式退出
812,云南,云龙县,99.36985599,25.88874447,区县,2020年5月16日正式退出
813,云南,云县,100.1217478,24.4398064,区县,2018年9月29日正式退出贫困县序列
814,云南,昭阳区,103.7049257,27.32354128,区县,2020年5月16日正式退出
815,云南,镇康县,98.82490512,23.76542772,区县,2019年4月30日正式退出
816,云南,镇雄县,104.8714555,27.44504938,区县,2020年11月13日正式退出
817,云南,镇沅县,101.1074097,24.0072295,区县,2019年4月30日正式退出
818,重庆,城口县,108.6606197,31.94997606,区县,2020年2月22日正式退出
819,重庆,丰都县,107.7265435,29.86604561,区县,2017年11月1日正式退出
820,重庆,奉节县,109.4590044,31.0207069,区县,2019年4月30日正式退出
821,重庆,开州区,108.3883852,31.16276461,区县,2018年8月17日正式退出
822,重庆,彭水县,108.1615706,29.29642295,区县,2020年2月22日正式退出
823,重庆,黔江区,108.7666279,29.53580072,区县,2017年11月1日正式退出
824,重庆,石柱县,108.1094224,30.00225125,区县,2019年4月30日正式退出
825,重庆,万州区,108.4044099,30.81016235,区县,2017年11月1日正式退出
826,重庆,巫山县,109.8742609,31.07714515,区县,2018年8月17日正式退出
827,重庆,巫溪县,109.5652581,31.40090246,区县,2020年2月22日正式退出
828,重庆,武隆区,107.755579,29.32851414,区县,2017年11月1日正式退出
829,重庆,秀山县,109.0025316,28.45105188,区县,2017年11月1日正式退出
830,重庆,酉阳县,108.7636725,28.8444728,区县,2020年2月22日正式退出
831,重庆,云阳县,108.6926109,30.93292167,区县,2018年8月17日正式退出
